room_id,city,title
31855,rome,2-Bedroom 2 persons High Season - Serviced Apartments Trastevere 16654
31856,rome,2-Bedroom superior suite - Serviced Apartments EUR/Casalpalocco 11638
31857,rome,1-Bedroom suite - Serviced Apartments EUR/Casalpalocco 11638
31858,rome,Studio monolocale - Serviced Apartments EUR/Casalpalocco 11638
31859,rome,1-Bedroom business suite - Serviced Apartments EUR/Casalpalocco 11638
31860,rome,3-Bedroom villa - Serviced Apartments EUR/Casalpalocco 11638
31861,rome,1-Bedroom Junior Suite - Serviced Apartments EUR/Casalpalocco 11638
31862,rome,2-Bedroom Two Bedroom Apartment - Serviced Apartments EUR/Casalpalocco 11638
31863,rome,1-Bedroom Centro Storico I - Serviced Apartments Fori Imperiali 5747
31864,rome,1-Bedroom Centro Storico II - Serviced Apartments Fori Imperiali 5746
31866,rome,2-Bedroom Baccina - Serviced Apartments Fori Imperiali 5485
31867,rome,1-Bedroom Remo (for 2 persons) - Serviced Apartments Vatican 4765
31868,rome,2-Bedroom Romolo (for 4 persons) - Serviced Apartments Vatican 4765
31869,rome,3-Bedroom Augusto (for 6 persons) - Serviced Apartments Vatican 4765
31870,rome,4-Bedroom Cesare (for 8 persons) - Serviced Apartments Vatican 4765
31871,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38886
31876,rome,Studio Apartment - Serviced Apartments City Centre 39861
31877,rome,2-Bedroom Vatican Apartment - Serviced Apartments Vatican 31507
31878,rome,1-Bedroom Apartment - Serviced Apartments City Centre 39862
31879,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38920
31880,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38888
31881,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38890
31882,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38891
31883,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38892
31884,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38894
31885,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38898
31886,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38899
31887,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38900
31888,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38901
31889,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38902
31890,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38903
31891,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38906
31892,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38907
31893,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38908
31894,rome,2-Bedroom Apartments - Serviced Apartments  38909
31895,rome,Studio Apartments - Serviced Apartments City Centre 38910
31896,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38912
31897,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38913
31898,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38914
31899,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38915
31900,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38916
31901,rome,1-Bedroom Apartments - Serviced Apartments  38917
31902,rome,Studio Apartments - Serviced Apartments  38918
31903,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38919
31904,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38921
31905,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38922
31906,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38923
31907,rome,1-Bedroom Colosseo - Serviced Apartments Fori Imperiali 5744
31908,rome,2-Bedroom Apartment - Serviced Apartments City Centre 39860
34226,rome,Apartment in Testaccio
34668,rome,Fantastic 2 Bedroom Apartment in Campo dei Fiori with Aircon
34670,rome,Apartment for 12 people near Navona
34671,rome,1 Bedroom Apartment in Piazza di Spagna with Aircon
34672,rome,1 Bedroom Apartment in Navona, Rome
34839,rome,Monteverde
34956,rome,Quadruple Room Center of Rome Colosseum
35564,rome,COLOSSEUM VIOLA
35895,rome,Luxury apartment with garden and spa
36056,rome,Rome Numerous flats in central area
36298,rome,Fantastic 1 Bedroom Apartment In Cammilluccia, Rome, Breakfast-Provided
36346,rome,Campo De Fiori Beautiful Apartment
36492,rome,Maison exceptionelle dans le Trastevere
36493,rome,Appartement au coeur du Trastevere
36495,rome,Grand appartement au Colisée Myryam
36497,rome,Apartment few steps from the Coliseum !
36629,rome,1 Bedroom Bnb in Rome
36668,rome,St.Peter' Six temporary Room
36712,rome,MI CASA ES TU CASA
36718,rome,Well-appointed 2 Bedroom Apartment in Aurelio with Aircon, Doorman, and Balcony
37074,rome,Very close to Campo dei Fiori
37207,rome,Spacious 2 Bedroom Apartment in Campo Marzio With Aircon, Doorman and Balcony
37267,rome,MonteverdeHouse
37289,rome,Elegant apartment in Campo dè Fiori.
37290,rome,Comfortable Apartment Termini Station
37299,rome,Giulia's Home Bed & Breakfast
37372,rome,Principe Amedeo Apt For 12 People In Esquilino, Rome
37480,rome,Smart 1 - Single/Double Room
37481,rome,Smart - Single/Double Room #2
37482,rome,Loggia - Single/Double/Triple Room B&B
37484,rome,Loggia - Single/Double Room #2
37509,rome,Rugantino Downtown
37523,rome,Private Room with Private Bathroom
37616,rome,Blue Room for 1 or 2 Guests with Doorman, Balcony and Breakfast-Provided
37617,rome,Green Room - 1 up to 4 Guests
37620,rome,Violet Room - 1 up to 4 Guests
37628,rome,Good-sized 2 Bedroom Apartment in Campo Marzio with Balcony
37666,rome,Suite Capitolina
37669,rome,suite San Pietro
37671,rome,Banzai beach apartment
37968,rome,Apartment La Scala
38174,rome,S.Salvatore in Lauro, Piazza Navona
38988,rome,2-Bedroom for 4 persons - Serviced Apartments City Centre 30518
38989,rome,2-Bedroom for 3 persons - Serviced Apartments City Centre 30518
38990,rome,2-Bedroom for 2 persons - Serviced Apartments City Centre 30518
38991,rome,1-Bedroom for 1 or 2 persons - Serviced Apartments City Centre 30518
38992,rome,1-Bedroom for 5 persons - Serviced Apartments Vatican 30485
38993,rome,2-Bedroom 2 persons Low Season - Serviced Apartments Piazza Navona 16661
38994,rome,2-Bedroom 2 persons High Season - Serviced Apartments Piazza Navona 16661
39707,rome,TRASTEVERE LOVELY TERRACE
40006,rome,1 Bedroom Apartment in the Heart of Rome
40011,rome,Nice Apartment close to St.Peter
40328,rome,Lovely studio flat in Rome (centre)
40502,rome,like a local close to Trastevere!
40520,rome,b&b VOLVER p.a Vittorio,Colosseo,Termini
41910,rome,2-Bedroom for 4 persons - Serviced Apartments City Centre 30518
41911,rome,2-Bedroom for 3 persons - Serviced Apartments City Centre 30518
41912,rome,2-Bedroom for 2 persons - Serviced Apartments City Centre 30518
41913,rome,1-Bedroom for 1 or 2 persons - Serviced Apartments City Centre 30518
41914,rome,1-Bedroom for 5 persons - Serviced Apartments Vatican 30485
41915,rome,2-Bedroom 2 persons Low Season - Serviced Apartments Piazza Navona 16661
41916,rome,2-Bedroom 2 persons High Season - Serviced Apartments Piazza Navona 16661
42419,rome,Apartment near Vatican City
42503,rome,Beautiful 2 Bedroom Apartment
42505,rome,Superior 2 bedroom Apartment
42507,rome,Awesome 2 Bedroom Apartment
42508,rome,Spacious 3 Bedroom Apartment
42509,rome,Comfortable 2 Bedroom Apartment
42563,rome,ampia camera silenziosa con WI-FI
42573,rome,April and May in the center of Rome!
42669,rome,Panoramic Loft in the Center of Rome
42907,rome,CENTRAL B&B:doubleroom+2 beds,wifi
42912,rome,CENTRAL B&B: Ensuite Bathroom,WIFI
42914,rome,CENTRAL B&B:king size bed & wifi
43683,rome,St. Peter - Quiet and Elegant
43875,rome,STANZA MATRIMONIALE COPPIA/SINGLE DONNA
43970,rome,Vaticano - La Coupole Apartment
43974,rome,Campo de Fiori Exclusive Apartment B
43975,rome,Lovely 1 Bedroom Apartment In Campo Marzio - Campo De Fiori Exclusive Apartment A
