room_id,city,title
161753,rome,3 Bedroom Apartment in Campo Marzio - Apartment Luxury Pantheon
162015,rome,3 Bedroom Apartment in Villa Borghese with Aircon - Dolce Vita Luxury Terrace
162048,rome,Dolce Vita Elegant Two Bedroom
162094,rome,Trevi Fountain Elegant Two Bedroom
162143,rome,Villa Fortuny Borghetto Apartment
161973,rome,Farnese Stylish Apartment
161757,rome,Campo de Fiori Enchanting Terrace - 2 Bedroom in Piazza Navona
167903,rome,Ara Pacis Elegant Panoramic Apartment
264675,rome,Well-spaced 2 Bedroom Apartment in Esquilino, Rome with Aircon
264692,rome,Apartment Charming Sistina
264697,rome,Spanish Steps Panoramic Apartment
452026,rome,Piazza di Spagna Loft
161972,rome,Giulia Penthouse Apartment
167904,rome,Coronari Terrace With Amazing View - 2 Bedroom in Piazza Navona
161980,rome,Villa Fortuny Campidoglio Apartment
171067,rome,Perfect 5 Bedroom Apartment in Piazza Navona, Rome with Aircon - Anima
389045,rome,Giubbonari 3 - 2 Bedroom Apartment in Campo dei Fiori
209555,rome,Casa delle coppelle appartamento 4
346051,rome,Navona Pantheon Terrace 2 Bedroom Rome
167137,rome,Termini C - 2 Bedroom Apartment in Rome
144748,rome,Dandolo Trastevere Terrace
167145,rome,Trastevere A -  3 Bedroom Apartment in Trastevere
171068,rome,Frattina - 4 Bedroom Apartment in Rome
161967,rome,3 Bedroom Apartment - Fori Imperiali Breathtaking View
264700,rome,Wonderful 3 Bedroom Apartment in Piazza di Spagna - Popolo Terrace Apartment
187671,rome,Ambrose - 3 Bedroom Apartment in Villa Borghese
166996,rome,Spacious 1 Bedroom Apartment in Trastevere  with Aircon
161828,rome,Large 2 Bedroom Apartment in Campo Marzio with Aircon
264668,rome,Lucina Wonderful View 2 Bedroom Apartment in Piazza di Spagna
161759,rome,Trevi Fountain Luxury Terrace - 2 Bedroom Apartment
162035,rome,Piazza Navona Contemporary Luxury Terrace
164147,rome,Ara Pacis - 1 Bedroom Apartment in Rome
244145,rome,Beautiful 2 Bedroom Apartment - Trevi Fountain to Spanish Steps Rome
264664,rome,Fine 2 Bedroom Apartment in Villa Borghese with Aircon - Luxury Panoramic Terrace Prati
264698,rome,Palazzo Lancellotti Luxury Apartment
247039,rome,Capo di Ferro - 5 Bedroom Apartment in Rome
393273,rome,Villa Fiera - 3 Bedroom House in Quartiere Portuense, Rome
161998,rome,Trastevere Luxury Large Apartment
389046,rome,Perfect 2 Bedroom Apartment in Campo dei Fiori with Aircon
162060,rome,Bocca di Leone Luxury Three Bedroom Apartment
248022,rome,Vaticano 1 - 4 Bedroom Apartment in Rome
167141,rome,Termini G - 2 Bedroom Apartment in Rome
186867,rome,Excellent 3 Bedroom Apartment in Trevi, Rome with Aircon
451774,rome,Montserrato di Fiori
144749,rome,Rome Cavour Colosseum 3 Bedroom
167566,rome,Beautiful Apartment - St. Peter
161965,rome,Spanish Steps Stylish Apartment Carrozze
164156,rome,Vespasiano - 3 Bedroom Apartment in Rome
167146,rome,Charming 3 Bedroom Apartment in Trastevere  with Aircon, Parking, and Balcony
162014,rome,Margutta Luxury Terrace
144756,rome,Spanish Steps Terrace Jacuzzi - 1 Bedroom Apartment in Rome
161755,rome,Luxury Apartment Fori Imperiali
161985,rome,Villa Fortuny Celio Upperfloor
162031,rome,Pantheon Large Comfortable Apartment
144747,rome,5 Bedroom Apartment - Colosseum Imperiali View Rome
337428,rome,Spacious 2 Bedroom Apartment in Piazza Navona, Rome with Aircon - Teatro Pace
